FID,kmlgeometry
0.0,"<LineString><coordinates>-16.5646106682,15.695787514700001 -16.563990074300001,15.704938177100001</coordinates></LineString>"
1.0,"<LineString><coordinates>-16.500943730100001,15.718548788900002 -16.482024429,15.704867907300001</coordinates></LineString>"
