FID,kmlgeometry
0.0,"<LineString><coordinates>-16.5437376151,15.627094463299999 -16.545470722600001,15.6281216216</coordinates></LineString>"
1.0,"<LineString><coordinates>-16.400752815200001,15.6564614269 -16.397095154900001,15.657695926800001</coordinates></LineString>"
