FID,kmlgeometry
0.0,"<LineString><coordinates>-16.388625555099999,15.7761614299 -16.430523206,15.7546050702</coordinates></LineString>"
1.0,"<LineString><coordinates>-16.430523206,15.7546050702 -16.468659417400001,15.810748718299999</coordinates></LineString>"
2.0,"<LineString><coordinates>-16.430523206,15.7546050702 -16.366210602399999,15.677648834700001</coordinates></LineString>"
3.0,"<LineString><coordinates>-16.4712004368,15.659181090499999 -16.561971920899996,15.708233326799999</coordinates></LineString>"
