FID,kmlgeometry
0.0,"<LineString><coordinates>-16.4527454953,15.702181393699998 -16.474179557700001,15.6791624081</coordinates></LineString>"
1.0,"<LineString><coordinates>-16.469954261800002,15.7520920989 -16.500943730100001,15.718548788900002</coordinates></LineString>"
2.0,"<LineString><coordinates>-16.474179557700001,15.6791624081 -16.500943730100001,15.718548788900002</coordinates></LineString>"
3.0,"<LineString><coordinates>-16.521244490499999,15.6602491676 -16.474179557700001,15.6791624081</coordinates></LineString>"
4.0,"<LineString><coordinates>-16.468659417400001,15.810748718299999 -16.469954261800002,15.7520920989</coordinates></LineString>"
5.0,"<LineString><coordinates>-16.500943730100001,15.718548788900002 -16.561971920899996,15.708233326799999</coordinates></LineString>"
