FID,kmlgeometry
0.0,"<LineString><coordinates>-16.578318972,15.678011167299999 -16.580773019,15.6647531802</coordinates></LineString>"
1.0,"<LineString><coordinates>-16.432366074,15.6657833457 -16.419875274599999,15.672580158400001</coordinates></LineString>"
2.0,"<LineString><coordinates>-16.415720715500001,15.6233120134 -16.429254003699999,15.634088344</coordinates></LineString>"
