2.0,"<LineString><coordinates>8.546734049,12.94088092 8.552113246,12.94294216</coordinates></LineString>",NOT FOUND in master list
4.0,"<LineString><coordinates>8.378156024,13.02900999 8.384640017,13.03209611</coordinates></LineString>",NOT FOUND in master list
5.0,"<LineString><coordinates>8.098034317,13.25658817 8.090846123,13.25750786</coordinates></LineString>",NOT FOUND in master list
6.0,"<LineString><coordinates>7.563371561,12.58595414 7.56167475,12.5928365</coordinates></LineString>",NOT FOUND in master list
7.0,"<LineString><coordinates>7.545231122,12.61924509 7.552881064,12.62143521</coordinates></LineString>",NOT FOUND in master list
9.0,"<LineString><coordinates>8.110223268,13.22438786 8.105827595,13.21544845</coordinates></LineString>",NOT FOUND in master list
10.0,"<LineString><coordinates>7.424899074,12.70399189 7.43225605,12.69668507</coordinates></LineString>",NOT FOUND in master list
11.0,"<LineString><coordinates>8.151932817,13.13685663 8.140780044,13.14126403</coordinates></LineString>",NOT FOUND in master list
13.0,"<LineString><coordinates>8.388756654,13.06850013 8.383122071,13.07974097</coordinates></LineString>",NOT FOUND in master list
14.0,"<LineString><coordinates>8.249025677,13.12483308 8.231958258,13.12465388</coordinates></LineString>",NOT FOUND in master list
18.0,"<LineString><coordinates>7.083294836,13.00314987 7.056073931,12.98615037</coordinates></LineString>",NOT FOUND in master list
127.0,"<LineString><coordinates>7.704019498,11.78264434 7.703900403,11.80514348</coordinates></LineString>",NOT FOUND in master list
863.0,"<LineString><coordinates>8.307674129,13.05947224 8.293275907,13.0610161</coordinates></LineString>",NOT FOUND in master list
881.0,"<LineString><coordinates>8.315570077,13.04280581 8.307674129,13.05947224</coordinates></LineString>",NOT FOUND in master list
1225.0,"<LineString><coordinates>7.59218304,12.97003306 7.59219001,12.97632529</coordinates></LineString>",NOT FOUND in master list
1233.0,"<LineString><coordinates>7.597042708,12.96413283 7.59218304,12.97003306</coordinates></LineString>",NOT FOUND in master list
1245.0,"<LineString><coordinates>7.613466287,13.0233163 7.602994888,13.02124048</coordinates></LineString>",NOT FOUND in master list
1552.0,"<LineString><coordinates>7.583020232,12.8675553 7.58180001,12.85750485</coordinates></LineString>",NOT FOUND in master list
1712.0,"<LineString><coordinates>8.009887783,13.17328499 7.993967034,13.18205976</coordinates></LineString>",NOT FOUND in master list
1713.0,"<LineString><coordinates>8.000710985,13.20022814 7.993967034,13.18205976</coordinates></LineString>",NOT FOUND in master list
1799.0,"<LineString><coordinates>8.392906364,13.00319859 8.38336697,13.00949816</coordinates></LineString>",NOT FOUND in master list
1873.0,"<LineString><coordinates>7.195008826,13.06263925 7.17557131,13.05903265</coordinates></LineString>",NOT FOUND in master list
1970.0,"<LineString><coordinates>8.258775238,12.60619336 8.247130662,12.58914418</coordinates></LineString>",NOT FOUND in master list
1993.0,"<LineString><coordinates>7.835158097,13.09602078 7.851323297,13.09301993</coordinates></LineString>",NOT FOUND in master list
1995.0,"<LineString><coordinates>7.835158097,13.09602078 7.829275905,13.11684078</coordinates></LineString>",NOT FOUND in master list
1996.0,"<LineString><coordinates>7.835158097,13.09602078 7.823243045,13.07761482</coordinates></LineString>",NOT FOUND in master list
2012.0,"<LineString><coordinates>8.154035979,12.44555672 8.139624554,12.427202</coordinates></LineString>",NOT FOUND in master list
2023.0,"<LineString><coordinates>7.781635974,13.24569173 7.808216833,13.23172897</coordinates></LineString>",NOT FOUND in master list
2099.0,"<LineString><coordinates>7.609636519,11.77054878 7.609333852,11.76206048</coordinates></LineString>",NOT FOUND in master list
2104.0,"<LineString><coordinates>7.613726259,11.79432514 7.60598051,11.80762887</coordinates></LineString>",NOT FOUND in master list
2105.0,"<LineString><coordinates>7.62475838,11.80272551 7.641288227,11.80979329</coordinates></LineString>",NOT FOUND in master list
2106.0,"<LineString><coordinates>7.641288227,11.80979329 7.625885385,11.82537142</coordinates></LineString>",NOT FOUND in master list
2107.0,"<LineString><coordinates>7.585876902,11.82031239 7.60598051,11.80762887</coordinates></LineString>",NOT FOUND in master list
2401.0,"<LineString><coordinates>7.306207587,11.52446525 7.310382679,11.53055258</coordinates></LineString>",NOT FOUND in master list
2405.0,"<LineString><coordinates>7.319199577,11.53028255 7.310382679,11.53055258</coordinates></LineString>",NOT FOUND in master list
2409.0,"<LineString><coordinates>7.325910187,11.53926121 7.319199577,11.53028255</coordinates></LineString>",NOT FOUND in master list
2410.0,"<LineString><coordinates>7.332452044,11.51743273 7.343380524,11.51322581</coordinates></LineString>",NOT FOUND in master list
2411.0,"<LineString><coordinates>7.325910187,11.53926121 7.336151426,11.54569998</coordinates></LineString>",NOT FOUND in master list
2412.0,"<LineString><coordinates>7.343380524,11.51322581 7.34919961,11.52413933</coordinates></LineString>",NOT FOUND in master list
2413.0,"<LineString><coordinates>7.316857427,11.49722189 7.319838253,11.48525607</coordinates></LineString>",NOT FOUND in master list
2417.0,"<LineString><coordinates>7.282638783,11.53798667 7.29046865,11.54905728</coordinates></LineString>",NOT FOUND in master list
2418.0,"<LineString><coordinates>7.337080238,11.48417094 7.319838253,11.48525607</coordinates></LineString>",NOT FOUND in master list
2419.0,"<LineString><coordinates>7.362232699,11.53750114 7.34919961,11.52413933</coordinates></LineString>",NOT FOUND in master list
2424.0,"<LineString><coordinates>7.272782855,11.51966565 7.282638783,11.53798667</coordinates></LineString>",NOT FOUND in master list
2471.0,"<LineString><coordinates>7.282638783,11.53798667 7.264931112,11.55151377</coordinates></LineString>",NOT FOUND in master list
2590.0,"<LineString><coordinates>7.645381185,11.89281952 7.656701379,11.88025328</coordinates></LineString>",NOT FOUND in master list
2591.0,"<LineString><coordinates>7.645381185,11.89281952 7.665751395,11.91581971</coordinates></LineString>",NOT FOUND in master list
2707.0,"<LineString><coordinates>7.488987029,12.56006273 7.500116039,12.59034788</coordinates></LineString>",NOT FOUND in master list
2725.0,"<LineString><coordinates>8.51236405,12.89229024 8.490702451,12.91880134</coordinates></LineString>",NOT FOUND in master list
2855.0,"<LineString><coordinates>8.535689788,12.9297249 8.540564756,12.92736201</coordinates></LineString>",NOT FOUND in master list
2887.0,"<LineString><coordinates>7.239143447,11.90305519 7.241804036,11.91809905</coordinates></LineString>",NOT FOUND in master list
